id,title,date,source_raw,source_normalized,priority,featured,status,created_at,updated_at,author,in_last_30d,in_last_90d,days_since_today,tier_noticias,tier_archivo_today,on_homepage_today,ever_top6_current_formula,days_in_top6_current_formula,first_top6_date_current_formula,days_publish_to_first_top6_current_formula,tiebreak_decided_days,tiebreak_pushed_out_days,hard_figure_disclosed_detected,chart_worthy_data_detected,names_entity_detected,entities_detected,axis_a_proximity,axis_a_method,axis_a_why,axis_b_magnitude,axis_b_method,axis_b_why,exclusive_first_report,exclusive_first_report_method,exclusive_first_report_why,continues_existing_thread,continues_existing_thread_method,continues_existing_thread_why,affects_multiple_markets,affects_multiple_markets_method,affects_multiple_markets_why,proprietary_analysis,proprietary_analysis_method,proprietary_analysis_why,unconfirmed_rumor,unconfirmed_rumor_method,unconfirmed_rumor_why,points_base,points_modifier,points_total,decade,ever_top6_counterfactual,days_in_top6_counterfactual,newly_surfaced_under_counterfactual
bezos-y-saverin-cerca-de-comprar-un-tercio-del-liverpool-por-us-6-000-millones,"Bezos y Saverin, cerca de comprar un tercio del Liverpool en una operación que valora al club en US$6,000 millones",2026-08-10,industry-shots,noticias,5,False,published,2026-08-10 11:54:29.091719+00,2026-08-10 11:54:29.091719+00,,True,True,8,lg,5,False,True,2,2026-08-10,0,0,0,True,True,True,América;Chelsea;Commanders;FIFA;Liverpool;NFL;Premier League;Seahawks,intl_no_latam,judged,"Liverpool FC ownership deal in the UK with US investors, no LATAM angle.",transaction_figures,judged,"Deal explicitly values the club at US$6,000 million with an estimated US$1,800-2,000 million stake price.",False,judged,"Sourced to Sky Sports, no Playbook exclusivity claim.",False,judged,No reference to a prior Playbook story.,False,judged,Single club/single market (UK football) ownership transaction.,False,judged,Relays reporting from Sky Sports and FSG's confirmation of negotiations.,True,judged,"Uses 'cerca de comprar', 'podría superar el 30%' and 'podría llegar esta semana', framing the deal as not yet finalized.",35,0,35,3,False,0,False
estan-entendiendo-el-negocio-de-la-leagues-cup-los-clubes-de-liga-mx,¿Están entendiendo el negocio de la Leagues Cup los clubes de Liga MX?,2026-08-10,la-lana,la-lana,5,True,published,2026-08-10 19:54:14.958374+00,2026-08-10 19:54:14.958374+00,Aldo Sales,True,True,8,,5,False,True,2,2026-08-10,0,0,0,False,True,True,América;Liga MX;Liverpool;NFL;Tigres;Toluca,mexico,judged,Story is specifically about Liga MX clubs' commercial approach to the Leagues Cup.,update_context,judged,"Editorial analysis of an ongoing tournament's commercial dynamics, no new structural or transactional event.",False,judged,No exclusivity claim.,False,judged,References the general ongoing debate but not a specific prior Playbook story.,True,judged,"Discusses Liga MX clubs' business toward their US-based fanbase, explicitly spanning Mexico and US markets.",True,judged,Presents Playbook's own estimate that only 4-6 of 18 clubs have a commercial strategy.,False,judged,"Framed as analysis/commentary, not rumor.",45,20,65,6,True,2,False
concacaf-firma-contra-infantino-y-mexico-se-queda-fuera-del-comunicado-regional,Concacaf firma contra Infantino y México se queda fuera del comunicado regional,2026-08-10,industry-shots,noticias,5,False,published,2026-08-11 02:26:41.701037+00,2026-08-11 06:27:16.116316+00,,True,True,8,lg,5,False,True,2,2026-08-10,0,0,0,False,False,True,Concacaf;Conmebol;FIFA;UEFA,mexico,judged,Story centers on Mexico's federation being conspicuously absent from the regional Concacaf statement.,structural,judged,Confederations issuing a joint governance letter against the FIFA president and demanding an independent review is a governance action.,False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,True,judged,Explicitly covers 40 of 41 Concacaf federations across multiple countries.,False,judged,Reports the letter and statement contents directly.,False,judged,The letter and the list of signing federations are presented as confirmed fact.,80,9,89,8,True,7,False
la-premier-league-aportara-33-000-millones-a-la-economia-del-reino-unido-hasta-2028,"La Premier League aportará £33,000 millones a la economía del Reino Unido hasta 2028",2026-08-10,industry-shots,noticias,4,False,published,2026-08-11 12:03:01.770389+00,2026-08-11 15:08:51.291992+00,,True,True,8,md,4,False,True,1,2026-08-10,0,0,0,True,True,True,Everton;Liga MX;Premier League;Tottenham,intl_no_latam,judged,"Economic impact report about the Premier League and UK economy, no LATAM link.",update_context,judged,"A new EY report adds economic figures/context to the Premier League's known ongoing operations, not a discrete deal.",False,judged,No exclusivity claim.,False,judged,No reference to a prior Playbook story.,False,judged,Impact is confined to the UK economy.,False,judged,"Figures are attributed to the EY report, not an original Playbook analysis.",False,judged,Report findings are presented as fact.,10,15,25,2,False,0,False
el-pga-tour-ficha-a-un-ejecutivo-de-la-nfl-para-liderar-su-estrategia-de-derechos-de-tv,El PGA Tour ficha a un ejecutivo de la NFL para liderar su estrategia de derechos de TV,2026-08-10,industry-shots,noticias,3,False,published,2026-08-11 12:34:58.461159+00,2026-08-11 12:34:58.461159+00,,True,True,8,sm,3,False,False,0,,,0,0,True,False,True,Bills;MLB;NFL;NHL,intl_no_latam,judged,PGA Tour and NFL executive move in the US with no LATAM connection.,update_context,judged,"A personnel hire adds context ahead of the PGA Tour's known upcoming TV rights renegotiation, not a new structural or transactional event itself.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Single organization, single market (US) personnel move.",False,judged,Reports the hire and his background factually.,False,judged,The hire is stated as a confirmed appointment.,10,10,20,2,False,0,False
apple-no-peleo-por-mas-partidos-de-mlb-aposto-por-venderte-un-vision-pro-con-ellos,"Apple no peleó por más partidos de MLB, apostó por venderte un Vision Pro con ellos",2026-08-10,industry-shots,noticias,3,False,published,2026-08-18 12:15:15.950077+00,2026-08-18 12:15:15.950077+00,,True,True,8,sm,3,False,False,0,,,0,0,False,False,True,MLB;NFL;Red Sox;Yankees,intl_no_latam,judged,Apple/MLB broadcast strategy story confined to the US market.,update_context,judged,"Analyzes Apple's already-completed rights renewal and existing schedule, no new deal or figures.",False,judged,No exclusivity claim.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Confined to the US MLB broadcast market.,True,judged,Frames Apple's business strategy interpretation ('la estrategia dice más de su negocio que cualquier cifra') as Playbook's own reading of the move.,False,judged,"Schedule and rights details are presented as confirmed, citing 9to5Mac for sourcing.",10,10,20,2,False,0,False
kerolin-al-barca-1-5m-que-rompen-dos-records-a-la-vez,Kerolin al Barça: €1.5M que rompen dos récords a la vez,2026-08-09,infinitas,infinitas,4,False,published,2026-08-10 07:47:43.539711+00,2026-08-10 07:47:43.539711+00,,True,True,9,,4,False,True,2,2026-08-09,0,1,0,True,True,True,Arsenal;Barcelona;Liga MX;Liverpool;Manchester City,intl_no_latam,judged,Barça-Manchester City women's football transfer with no LATAM or Mexico link mentioned.,transaction_figures,judged,"Discloses the transfer fee (~€1.5 million, with a €1.2M fixed component).",False,judged,No exclusivity claim in the text.,False,judged,"References the prior Keira Walsh record as comparative background, not an explicit Playbook thread.",False,judged,"A single transaction between two English/Spanish clubs, not framed as multi-market.",False,judged,Reports the transfer fee and record context without original Playbook analysis.,False,judged,"Describes a completed, confirmed transfer.",35,15,50,5,True,1,False
la-uci-reviso-los-maillots-del-tour-de-france-femmes,La UCI revisó los maillots del Tour de France Femmes,2026-08-09,infinitas,infinitas,3,False,published,2026-08-10 07:47:43.664382+00,2026-08-10 07:47:43.664382+00,,True,True,9,,3,False,True,1,2026-08-09,0,1,0,False,True,False,,intl_no_latam,judged,Story is about the UCI and Tour de France Femmes in Europe with no LATAM/Mexico mention.,update_context,judged,"Describes additional inspections under existing rules and a union request denied, not a new codified rule or transaction.",False,judged,No claim of exclusivity or first-to-report.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Single race, single federation-level issue, no multi-country framing.",False,judged,"Text reports events and quotes the union, no original Playbook estimate or framework.",False,judged,"Inspections and the union's request are reported as facts, not rumor or speculation.",10,5,15,1,False,0,False
el-kc-current-entra-a-ted-lasso-como-prueba-de-negocio,El KC Current entra a Ted Lasso como prueba de negocio,2026-08-09,infinitas,infinitas,3,False,published,2026-08-10 07:47:43.71251+00,2026-08-10 07:47:43.71251+00,,True,True,9,,3,False,False,0,,,1,1,True,True,True,Liga MX,intl_no_latam,judged,"US-based team, TV show, and stadium story with no LATAM/Mexico link.",commercial_no_figures,judged,A brand/media placement tie-in with no disclosed dollar figures.,False,judged,No exclusivity claim in the text.,False,judged,No reference to an earlier Playbook story.,False,judged,"Confined to one team/market (Kansas City, US).",False,judged,Describes the show's plot and premise rather than presenting Playbook's own data or estimate.,False,judged,"The show's premiere and content are stated as fact, not rumor.",20,15,35,3,False,0,False
la-wta-le-entrega-a-img-la-produccion-de-50-torneos,La WTA le entrega a IMG la producción de 50 torneos,2026-08-09,infinitas,infinitas,4,False,published,2026-08-10 07:47:43.763506+00,2026-08-10 07:47:43.763506+00,,True,True,9,,4,False,True,1,2026-08-09,0,1,1,True,True,True,América;Monterrey,intl_latam_effect,judged,Global WTA production deal explicitly notes Mexico hosts three of the affected tournaments.,commercial_no_figures,judged,A multi-year production/distribution partnership is announced with no dollar figure disclosed.,False,judged,No exclusivity claim.,False,judged,No mention of a prior Playbook story.,True,judged,"Covers 50+ tournaments across many countries, explicitly including Mexico.",False,judged,Straight reporting of the WTA/IMG announcement.,False,judged,"Deal is presented as confirmed, not speculative.",35,20,55,5,True,2,False
raising-the-bar-la-nueva-guia-para-filmar-el-deporte-femenil,Raising the Bar: la nueva guía para filmar el deporte femenil,2026-08-09,infinitas,infinitas,4,True,published,2026-08-10 07:47:43.824262+00,2026-08-10 07:47:43.824262+00,María José Archundia Cabrera,True,True,9,,4,False,True,1,2026-08-09,0,1,1,True,True,True,Liga MX,intl_no_latam,judged,"EBU/European Athletics initiative tied to the European Athletics Championships, no LATAM mention.",structural,judged,"A new industry-wide broadcast standard/guideline from governing bodies takes effect, even though non-binding.",False,judged,No exclusivity claim.,False,judged,No reference to a prior Playbook story.,False,judged,"Framed around Europe/EBU broadly, no distinct named markets beyond that.",False,judged,"Reports the guide's origin and content, not an original Playbook analysis.",False,judged,Guide's existence and effective date are stated as fact.,45,15,60,6,True,3,False
fifa-quiere-us-4-000-millones-por-dos-mundiales-de-estados-unidos,"FIFA quiere US$4,000 millones por dos Mundiales de Estados Unidos",2026-08-08,industry-shots,noticias,5,False,published,2026-08-08 10:07:30.784617+00,2026-08-08 14:02:52.187846+00,,True,True,10,lg,5,False,True,3,2026-08-08,0,0,0,True,True,True,Concacaf;FIFA;UEFA,intl_no_latam,judged,Story concerns FIFA's US media-rights sale strategy with no Mexico/LATAM entity or effect named.,transaction_figures,judged,"Reports a target sale figure of US$4,000 million for the bundled rights.",False,judged,No exclusivity claim; sourced to Bloomberg.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Framed around the US rights market specifically, without an explicit multi-country effect.",False,judged,Relays Bloomberg's reporting on early-stage talks without original Playbook analysis.,True,judged,"Text says talks are at an early stage and 'todavía no hay una cifra sobre la mesa', framing this as exploratory, not confirmed.",35,0,35,3,False,0,False
mexico-respalda-a-infantino-el-mismo-dia-en-que-la-uefa-reitera-que-no-confia-en-el,México respalda a Infantino el mismo día en que la UEFA reitera que no confía en él,2026-08-07,industry-shots,noticias,5,True,published,2026-08-07 10:12:21.439234+00,2026-08-07 10:12:21.439234+00,,True,True,11,lg,5,False,True,3,2026-08-07,0,0,0,True,True,True,Concacaf;FIFA;UEFA,mexico,judged,"Lead subject is the FMF's (Mexican federation) public position, even though set against a UEFA backdrop.",update_context,judged,FMF issuing a supportive statement adds context to the ongoing FIFA governance saga without a new structural or transactional event of its own.,False,judged,No exclusivity claim in the text.,True,judged,"Directly continues the ongoing Infantino/UEFA governance saga, citing same-day developments and a timeline.",True,judged,"Explicitly involves Mexico, UEFA (Europe), and Argentina taking the same stance.",False,judged,Reports the FMF statement and reactions without original Playbook analysis.,False,judged,"Based on an official FMF communiqué, not speculation.",45,23,68,6,True,3,False
la-fabrica-de-talento-no-tiene-una-sola-receta,La fábrica de talento no tiene una sola receta,2026-08-07,la-lana,la-lana,4,False,published,2026-08-07 15:55:33.864219+00,2026-08-07 17:49:01.186422+00,"[Rodrigo Dosal](https://www.instagram.com/rodrigo_dosal/), fundador de [DOME Sport](https://www.domesport.org/)",True,True,11,,4,False,True,2,2026-08-07,0,0,0,True,True,True,MLS,mexico,judged,"Comparative piece is framed around what Mexico can learn, making Mexico the central subject alongside three other countries.",update_context,judged,"An analytical comparison of player-development models post-World Cup 2026, without a new structural or transactional event.",False,judged,No exclusivity claim in the text.,False,judged,"References the World Cup 2026 outcome as background, not an explicit prior Playbook thread.",True,judged,"Explicitly compares Norway, the US, Morocco, and Mexico.",True,judged,Author presents an original comparative framework and opinion ('Yo no creo que un solo torneo alcance para demostrarlo').,False,judged,"Presents an analytical argument, not a rumor or unconfirmed report.",45,26,71,7,True,4,False
londres-presenta-su-candidatura-final-para-el-mundial-de-atletismo-2029-tras-el-acuerdo-con-el-west-ham,Londres presenta su candidatura final para el Mundial de Atletismo 2029 tras el acuerdo con el West Ham,2026-08-07,industry-shots,noticias,4,False,published,2026-08-11 12:14:58.892383+00,2026-08-11 12:14:58.892383+00,,True,True,11,md,4,False,True,2,2026-08-07,0,0,0,True,False,True,América;Premier League;Roma,intl_no_latam,judged,London 2029 World Athletics bid story with no LATAM or Mexico link.,structural,judged,A venue-use agreement with West Ham clears the key infrastructural obstacle for the host bid.,False,judged,No exclusivity claim in the text.,False,judged,No explicit reference to a prior Playbook story.,False,judged,Confined to the UK bid and venue arrangement.,False,judged,Reports the bid agreement and a feasibility-study estimate without original Playbook analysis.,False,judged,"Describes a finalized agreement and submitted bid, not speculation.",45,10,55,5,False,0,False
isaac-del-toro-extiende-contrato-con-uae-team-emirates-hasta-2031,Isaac del Toro extiende contrato con UAE Team Emirates hasta 2031,2026-08-06,industry-shots,noticias,5,False,published,2026-08-06 11:46:48.890255+00,2026-08-06 11:46:48.890255+00,,True,True,12,lg,5,False,True,3,2026-08-06,0,0,0,False,True,False,,mexico,judged,"Story is specifically about a Mexican cyclist's career and contract, even though the team is based abroad.",commercial_no_figures,judged,Contract extension announced with no financial terms disclosed.,False,judged,No exclusivity claim in the text.,False,judged,"References his Tour de France result as background context, not an explicit continuation of a prior Playbook thread.",True,judged,Involves a Mexican athlete and a UAE-based team explicitly.,False,judged,Reports the team's announcement and quotes without original Playbook analysis.,False,judged,Based on the team's official announcement of the renewal.,55,10,65,6,True,3,False
disney-agota-la-publicidad-del-super-bowl-lxi-el-sell-out-mas-rapido-registrado,"Disney agota la publicidad del Super Bowl LXI, el sell-out más rápido registrado",2026-08-06,industry-shots,noticias,4,False,published,2026-08-11 11:22:01.663833+00,2026-08-11 15:08:51.188873+00,,True,True,12,md,4,False,True,1,2026-08-06,0,0,0,True,True,True,NFL,intl_no_latam,judged,US Super Bowl ad-sales story with no LATAM or Mexico link mentioned.,transaction_figures,judged,Discloses per-ad pricing ($8-9 million per 30-second spot).,False,judged,No exclusivity claim in the text.,False,judged,"Compares to NBC/Fox's prior sell-outs as general context, not an explicit prior Playbook thread.",False,judged,Confined to the US ad market for the Super Bowl broadcast.,False,judged,Reports Disney's sales figures without an original Playbook estimate.,False,judged,"Describes a completed sell-out, not speculation.",35,15,50,5,True,1,False
arsenal-renueva-con-emirates-por-70-millones-al-ano-el-patrocinio-mas-grande-de-la-premier-league,"Arsenal renueva con Emirates por £70 millones al año, el patrocinio más grande de la Premier League",2026-08-06,industry-shots,noticias,4,False,published,2026-08-11 11:34:47.530093+00,2026-08-11 11:34:47.530093+00,,True,True,12,md,4,False,True,1,2026-08-06,0,0,0,True,False,True,Arsenal;Premier League,intl_no_latam,judged,English Premier League sponsorship story with no LATAM or Mexico link.,transaction_figures,judged,Discloses the new annual sponsorship value (up to £70 million).,False,judged,No exclusivity claim; figure attributed to SportsPro.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"A single-club, single-market (England) sponsorship deal.",False,judged,Reports the renewed terms and a SportsPro-sourced figure without original analysis.,False,judged,"Describes a signed, confirmed renewal.",35,10,45,4,False,0,False
la-lana-del-deporte-cuanto-cuesta-que-el-torito-no-sea-una-excepcion,¿Cuánto cuesta que el Torito no sea una excepción?,2026-08-05,la-lana,la-lana,5,False,published,2026-08-05 14:36:06.747149+00,2026-08-05 14:36:06.747149+00,,True,True,13,,5,False,True,4,2026-08-05,0,1,0,True,False,False,,mexico,judged,"Story centers on a Mexican company's program developing Mexican cyclists, despite European operations.",transaction_figures,judged,"Discloses specific investment figures (~€3M/year, 2.5M pesos per athlete/season).",False,judged,No explicit exclusivity claim in the text.,True,judged,Text explicitly says 'Playbook ya había contado esa hazaña' about Del Toro's Tour de France result.,True,judged,Program explicitly spans Mexico and the European racing structure.,True,judged,"Breaks down program costs and per-athlete spend, an original financial estimate rather than a reported figure from a source.",False,judged,Presents investment figures and program details as established fact.,70,20,90,9,True,6,False
liv-golf-ya-tiene-quien-lo-financie-pero-no-dice-quien-ni-con-cuanto,"LIV Golf ya tiene quien lo financie, pero no dice quién ni con cuánto",2026-08-05,industry-shots,noticias,4,False,published,2026-08-05 16:43:44.172192+00,2026-08-05 16:43:44.172192+00,,True,True,13,md,4,False,True,1,2026-08-05,0,0,0,True,True,False,,intl_latam_effect,judged,Global LIV Golf financing story explicitly names Club de Golf Chapultepec (Mexico) as a confirmed 2027 stop.,structural,judged,"Describes a fundamental restructuring of the league (smaller circuit, players as owners) beyond a single disclosed transaction.",False,judged,No exclusivity claim in the text.,False,judged,Provides PIF/LIV background context but no explicit reference to a prior Playbook story.,True,judged,"Involves Saudi Arabia (PIF exit), the global tour, and Mexico (Chapultepec) explicitly.",False,judged,Reports O'Neil's statements and known figures without original Playbook analysis.,False,judged,"Reports a confirmed term sheet approval, even though the investor's identity is withheld.",60,16,76,7,True,4,False
el-dueno-de-jose-cuervo-entra-al-lafc-en-una-operacion-que-valuo-al-club-en-us-1-250-millones,"El dueño de José Cuervo entra al LAFC en una operación que valuó al club en US$1,250 millones",2026-08-05,industry-shots,noticias,5,False,published,2026-08-06 11:14:59.781414+00,2026-08-06 11:14:59.781414+00,,True,True,13,lg,5,False,True,3,2026-08-05,0,1,1,True,True,True,LAFC;MLS;Magic;Nets,intl_latam_effect,judged,An MLS (US) club ownership story with an explicit Mexico angle: a Mexican businessman (José Cuervo/Becle) buying in.,transaction_figures,judged,"Discloses the club valuation (US$1,250 million) and stake size (6%).",False,judged,No exclusivity claim in the text.,True,judged,"Names a previously unnamed buyer from a 2025 deal ('uno de los dos inversionistas que no se habían nombrado'), continuing a known ongoing story.",True,judged,Involves a Mexican company/individual (Becle) taking a stake in a US MLS club.,False,judged,Reports the ownership listing and deal facts without original Playbook estimates.,False,judged,"Based on the official LAFC ownership list, not speculation.",50,23,73,7,True,4,False
aeromexico-y-la-nfl-firman-alianza-comercial-a-tres-anos,Aeroméxico y la NFL firman alianza comercial a tres años,2026-08-04,industry-shots,noticias,5,False,published,2026-08-06 11:36:04.245619+00,2026-08-06 11:36:04.245619+00,,True,True,14,lg,5,False,True,3,2026-08-04,0,0,0,True,False,True,NFL,mexico,judged,Deal specifically makes Aeroméxico the NFL's official sponsor in Mexico.,commercial_no_figures,judged,Describes a three-year sponsorship alliance with no dollar figure disclosed.,False,judged,No exclusivity claim in the text.,False,judged,No reference to a prior Playbook story or ongoing saga.,False,judged,"Framed as a single sponsorship deal for the Mexico market, not explicitly multi-country.",False,judged,"Straight reporting of the announcement and its perks, no original analysis.",False,judged,"Announced and confirmed deal with event details, not speculation.",55,10,65,6,True,2,False
el-fondo-saudi-pif-cierra-la-compra-de-electronic-arts-por-us-55-000-millones-la-mayor-operacion-apalancada-de-la-historia,"El fondo saudí PIF cierra la compra de Electronic Arts por US$55,000 millones, la mayor operación apalancada de la historia",2026-08-04,industry-shots,noticias,4,False,published,2026-08-06 12:01:32.193445+00,2026-08-06 12:01:32.193445+00,,True,True,14,md,4,False,True,2,2026-08-04,0,0,0,True,True,True,América;Liga MX;Newcastle;Tigres,intl_no_latam,judged,Saudi PIF/Silver Lake acquisition of EA has no LATAM or Mexico angle mentioned.,transaction_figures,judged,"Disclosed deal value of US$55,000 million and per-share price.",False,judged,No exclusivity claim in the text.,False,judged,"Notes the deal was announced in Sept 2025 as factual background, not an explicit Playbook thread callback.",False,judged,"A single global corporate transaction, not framed as affecting distinct national markets.",False,judged,"Reports deal structure and figures from the transaction itself, no original Playbook framework.",False,judged,"Describes a closed, completed transaction.",35,15,50,5,True,1,False
larry-berg-sera-el-proximo-comisionado-de-la-mls-en-relevo-de-don-garber,"Larry Berg será el próximo comisionado de la MLS, en relevo de Don Garber",2026-08-03,industry-shots,noticias,5,False,published,2026-08-04 00:47:07.12437+00,2026-08-04 00:47:07.12437+00,,True,True,15,lg,5,False,True,3,2026-08-03,0,0,0,False,False,True,LAFC;Liga MX;MLS;Roma,intl_no_latam,judged,MLS commissioner succession story with no Mexico/LATAM angle mentioned.,structural,judged,A formal Board of Governors vote installing a new league commissioner is a governance change.,False,judged,No exclusivity claim; reports MLS's own announcement.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Concerns MLS league governance, not an explicit multi-country market effect.",False,judged,Reports the vote and succession timeline without added original analysis.,False,judged,"Describes a completed, official vote, not speculation.",45,4,49,4,True,1,False
rebelion-en-la-fifa-piden-la-renuncia-de-infantino-tras-el-fracaso-de-su-plan-de-privatizacion,Rebelión en la FIFA: piden la renuncia de Infantino tras el fracaso de su plan de privatización,2026-08-03,industry-shots,noticias,4,False,published,2026-08-04 13:08:35.741538+00,2026-08-04 13:08:35.741538+00,,True,True,15,md,4,False,True,2,2026-08-03,0,0,0,True,False,True,Concacaf;Conmebol;FIFA;UEFA,intl_no_latam,judged,Story is about FIFA/UEFA governance conflict with no Mexico or LATAM entity named.,structural,judged,"Officials threatening to break cooperation and demanding the FIFA president's resignation is a governance crisis, not a disclosed transaction.",False,judged,"Text attributes the report to the BBC, no exclusivity claim by Playbook.",False,judged,References the cancelled privatization plan as background but does not explicitly cite a prior Playbook story.,True,judged,Involves UEFA and other member federations across multiple countries threatening joint action.,False,judged,Relays BBC/UEFA reporting without original Playbook estimates or framework.,False,judged,"Reported as confirmed fact (BBC sourcing, named officials), not framed as speculation.",45,15,60,6,True,2,False
la-premier-league-acuerda-repartir-1-500-millones-a-la-efl-en-la-proxima-decada,"La Premier League acuerda repartir £1,500 millones a la EFL en la próxima década",2026-08-03,industry-shots,noticias,4,False,published,2026-08-06 12:26:01.165251+00,2026-08-06 12:26:01.165251+00,,True,True,15,md,4,False,True,2,2026-08-03,0,0,0,True,False,True,Arsenal;Chelsea;Liga MX;Manchester City;Premier League,intl_no_latam,judged,Purely an English football story (Premier League and EFL) with no LATAM link.,structural,judged,A unanimous club vote restructuring how revenue and transfer levies are shared across the football pyramid.,False,judged,No exclusivity claim in the text.,False,judged,Mentions 'years of stalled negotiations' generally but does not cite a specific prior Playbook story.,False,judged,"Confined to English football (Premier League clubs and the EFL), a single market.",False,judged,Reports the vote outcome and mechanism without an original Playbook estimate.,False,judged,"Describes a completed unanimous vote, not a rumor.",45,10,55,5,True,2,False
fox-sports-mexico-pierde-a-izzi-y-sky-y-tambien-el-nombre,"Fox Sports México pierde a Izzi y Sky, y también el nombre",2026-08-02,industry-shots,noticias,4,False,published,2026-08-03 23:32:32.125007+00,2026-08-03 23:32:32.125007+00,,True,True,16,md,3,False,True,2,2026-08-02,0,0,0,True,False,True,Fórmula 1;Liga MX;MLB,mexico,judged,"Story is about Fox Sports' distribution and branding in the Mexican pay-TV market (Izzi, Sky, Grupo Lauman).",structural,judged,A New York court ruling forces a brand-name change and drives a major TV-distribution shift in Mexico.,False,judged,No exclusivity claim in the text.,True,judged,"Text states the exit 'es la continuación de un litigio que ya le puso fecha límite a la marca,' explicitly tying it to a previously reported dispute.",False,judged,The practical effect (loss of channel distribution) is confined to the Mexican market despite the US court venue.,False,judged,The 'trasfondo' section adds background context but not an original estimate or framework.,False,judged,"Based on an actual court ruling and platform notices to subscribers, not speculation.",80,13,93,9,True,5,False
mexico-llega-al-nuevo-tour-de-france-femenil,México llega al nuevo Tour de France Femenil,2026-08-02,infinitas,infinitas,5,False,published,2026-08-04 00:06:32.331166+00,2026-08-04 00:31:10.085+00,María José Archundia Cabrera,True,True,16,,4,False,True,3,2026-08-02,0,0,0,True,False,False,,mexico,judged,"Centers on a Mexican cyclist's milestone participation, even though the race itself is held in France.",update_context,judged,"Reports an athlete milestone and the race's ongoing commercial growth, with no deal figures or structural/governance event.",False,judged,No exclusivity claim in the text.,False,judged,No explicit reference to a prior Playbook story.,False,judged,"Focused on one athlete's participation, not an explicit multi-market business effect.",False,judged,"Commercial-growth context for the race reads as background reporting, not an original Playbook estimate.",False,judged,"Stated as a confirmed roster selection, not speculation.",45,6,51,5,False,0,False
netflix-pagara-usd-200-millones-por-el-mundial-femenil-2027,Netflix pagará USD 200 millones por el Mundial Femenil 2027,2026-08-02,infinitas,infinitas,3,False,published,2026-08-04 00:06:32.739937+00,2026-08-04 00:31:09.299+00,,True,True,16,,2,False,True,1,2026-08-02,0,1,0,True,False,True,FIFA,intl_no_latam,judged,"US/Canada broadcast rights deal; Brazil is mentioned only as the tournament host, not as an affected LATAM market.",transaction_figures,judged,Discloses a USD 200 million rights deal figure.,False,judged,"Sourced to 'reportes de la industria,' no exclusivity claim.",False,judged,No explicit reference to a prior Playbook story.,True,judged,Explicitly covers both the US and Canada rights markets.,True,judged,The 'comparativo' section builds its own calculation contextualizing the deal against FIFA's 2023 global revenue.,False,judged,"Stated definitively ('Netflix pagará'), not hedged as rumor.",35,21,56,5,True,1,False
liga-f-abre-la-puja-por-sus-derechos-de-tv-con-pau-gasol-como-socio,"Liga F abre la puja por sus derechos de TV, con Pau Gasol como socio",2026-08-02,infinitas,infinitas,3,False,published,2026-08-04 00:06:32.794623+00,2026-08-04 00:06:32.794623+00,,True,True,16,,2,False,False,0,,,1,1,True,False,True,Barcelona;NBA;Real Madrid,intl_no_latam,judged,"Story is about Spain's Liga F, DAZN, and Pau Gasol's investment, with no Mexico/LATAM link.",transaction_figures,judged,Discloses Gasol's 55 million euro investment for up to 49% of the league's commercial operation.,False,judged,No exclusivity claim in the text.,False,judged,No explicit reference to a prior Playbook story.,True,judged,"Rights sale explicitly covers Spain, the EU, and other international markets.",False,judged,Reports the rights-sale process and investment terms without added original analysis.,False,judged,"Describes a confirmed process opening ('abrió el proceso'), not rumor.",35,15,50,5,False,0,False
tmj-la-agencia-mas-grande-del-futbol-femenil-prepara-su-llegada-a-brasil,"TMJ, la agencia más grande del fútbol femenil, prepara su llegada a Brasil",2026-08-02,infinitas,infinitas,3,False,published,2026-08-04 00:06:32.841773+00,2026-08-04 00:31:10.023+00,,True,True,16,,2,False,False,0,,,1,1,False,False,False,,latam_regional,judged,"Story is centered on a US agency's expansion into Brazil, a non-Mexico LATAM country.",commercial_no_figures,judged,Describes a market-entry move (formal arrival in Brazil) with no disclosed dollar figures.,False,judged,No exclusivity claim in the text.,False,judged,No explicit reference to a prior Playbook story.,False,judged,The specific news is a single new-market entry into Brazil.,False,judged,Reports the agency's roster size and plans without an original Playbook framework.,False,judged,"Framed as a concrete move ('prepara su llegada formal'), not speculation.",45,0,45,4,False,0,False
